FDA	39f3a6ff41	2014-04-17	http://www.fda.gov/Safety/Recalls/ucm393842.htm	Price Chopper Supermarkets is issuing a voluntary recall on its Price Chopper Brand Tuscan White Bean Hummus. The product is being recalled due to it being mislabeled with the ingredient panel for Price Chopper Sweet Potato Hummus, which does not declare that the product contains parmesan cheese, a known allergen.	Price Chopper Supermarkets Recalls Price Chopper Brand Tuscan White Bean Hummus due to Mislabeling
FDA	0583da5654	2014-04-16	http://www.fda.gov/Safety/Recalls/ucm393552.htm	Natural Organics, Inc. is expanding its April 3, 2014 recall of distributed Thursday Plantation Tea Tree Mouthwash to Lot 10952 after they were notified by its contract manufacturer INTEGRIA Healthcare (Australia} Pty Ltd. that this second lot of Tea Tree Mouthwash failed microbial contamination testing due to potential bacterial contamination. This bacterial contaminant, Pseudomonas aeruginosa, could pose a health risk to consumers.	Natural Organics, Inc. Recalls one lot ofTHURSDAY PLANTATION TEA TREE MOUTHWASH Due to Bacterial Contamination
FDA	95c546f4c9	2014-04-16	http://www.fda.gov/Safety/Recalls/ucm393402.htm	HEALTH MATTERS AMERICA INC. of Cheektowaga, New York is recalling specific lots of ORGANIC TRADITIONS BRAND DARK CHOCOLATE GOLDEN BERRIES AND DARK CHOCOLATE SACHA INCHI SEEDS because they were found to contain undeclared milk. People who have an allergy to milk run the risk of serious or life-threatening allergic reaction if they consume these products.	Health Matters America Inc. Issues Allergy Alert on Undeclared Milk in Organic Traditions Brand Dark Chocolate Golden Berries and Dark Chocolate Sacha Inchi Seeds
FDA	4bbbec8362	2014-04-16	http://www.fda.gov/Safety/Recalls/ucm393549.htm	The Purina Animal Nutrition LLC feed plant in Portland, Ore., has initiated a limited recall of certain poultry feeds due to the potential for lower-than-expected vitamin and trace mineral levels. The products were distributed to retailers in Oregon and Washington.	Purina Animal Nutrition LLC Recalls Poultry Feeds Due to Potential Health Risk
FDA	c2166e47bd	2014-04-14	http://www.fda.gov/Safety/Recalls/ucm393215.htm	The Kroger Co. (NYSE: KR) said today it has recalled Private Selection Sweet Strawberry Sorbet sold at the company’s Kroger and Jay C stores in 13 states because the product may contain milk not listed on the label. People who are allergic to milk could have a severe reaction if they consume this product.	Private Selection Sweet Strawberry Sorbet Recalled for Undeclared Allergen
FDA	4ae4887c95	2014-04-11	http://www.fda.gov/Safety/Recalls/ucm393041.htm	La Compañía Fernández Chile Inc. de Alamosa , Colorado está retirando del mercado su Chile Molido Puro de 4 onzas (oz) código de barras UPC 77601- 10011 y Chile Rojo de 6 onzas (oz) con código de barra UPC 77601-10053, ya que pueden estar potencialmente contaminados con Salmonella, un organismo que puede causar infecciones serias y a veces fatales en los jóvenes, personas débiles o ancianas , y con sistemas inmunológicos debilitados.	La Compañía Fernández Chile Inc. retira del mercado Chile Molido Puro de 4 onzas y Chile Rojo de 6 onzas por contaminación potencial de Salmonella
FDA	76524bf17d	2014-04-11	http://www.fda.gov/Safety/Recalls/ucm392999.htm	SINCO INC is voluntarily recalling from sale Archer Farms Chocolate Hazelnut Swirl Gelato 30 FL OZ (UPC 085239-703618), imported from Italy and sold exclusively at Target stores nationwide. This product may contain traces of peanut protein, which is not declared on the label.	Sinco Inc Issues Allergy alert on undeclared Peanut Protein in Archer Farms Chocolate Hazelnut Swirl Gelato
FDA	0b8838b85d	2014-04-10	http://www.fda.gov/Safety/Recalls/ucm392887.htm	Fernandez Chile Company Inc of Alamosa, Colorado is recalling 4oz Chile Molido Puro UPC code 77601-10011 and 6oz Chile Rojo UPC code 77601-10053 because it has the potential to be contaminated with Salmonella, an organism which can cause serious and sometimes fatal infections in young, frail or elderly people, and others with weakened immune systems. Healthy persons infected with Salmonella often experience fever, diarrhea, nausea, vomiting and abdominal pain.	Fernandez Chile Company Inc. Recalls 4oz Chile Molido Puro and 6oz Chile Rojo Potential Salmonella Contamination
FDA	40e2681b54	2014-04-10	http://www.fda.gov/Safety/Recalls/ucm392779.htm	Karl Bissinger’s LLC today announced a recall of its Dark Chocolate Bunny Ears because one lot was mislabeled and contains undeclared milk. People who have a severe sensitivity to milk run the risk of a serious or life threatening reaction if they consume this product.	Bissinger’s Announces a Voluntary Recall of Its Dark Chocolate Bunny Ears Due to Undeclared Milk
FDA	86529ce4f0	2014-04-10	http://www.fda.gov/Safety/Recalls/ucm392763.htm	Swanson Health Products is voluntarily recalling Swanson Premium Brand Full Spectrum Cilantro (Coriander), item number SW1112, because it has the potential to be contaminated with salmonella.	Swanson Health Products Recalls Full Spectrum Cilantro
FDA	96df140e91	2014-04-09	http://www.fda.gov/Safety/Recalls/ucm392650.htm	Lisy Corporation of Miami, FL is voluntarily recalling Lisy Sweet Basil (Albahaca), 6 oz jar, Item #1132, Lot #’s A013 0518 & A014 0518, because it has the potential to be contaminated with Salmonella. Salmonella is an organism which can cause serious and sometimes fatal infections in young children, frail or elderly people, and others with weakened immune systems.	Lisy Corporation Issues Recall on: Lisy Sweet Basil (Albahaca) 6 Oz., Item 1132 Lot #'s A013 0518 & A014 0518
